Spout_wait,Spliters,Counters,Throughput+,Latency-
60000,1,17,203.2,36592.0
60000,1,18,210.6,48762.0
60000,2,1,185.8,46488.0
60000,2,2,176.2,51651.0
60000,2,3,145.5,49162.0
60000,2,4,170.67,34681.0
60000,2,5,316.33,48978.0
60000,2,6,121.5,49172.0
60000,2,7,161.0,39383.0
60000,2,8,286.67,45018.0
60000,2,9,160.0,57645.0
60000,2,10,181.8,55522.0
60000,2,11,188.0,48245.0
60000,2,12,264.0,45772.0
60000,2,13,171.8,46373.0
60000,2,14,168.4,50017.0
60000,2,15,280.67,37033.0
60000,2,16,182.2,39764.0
60000,2,17,158.33,40490.0
60000,2,18,189.0,42380.0
60000,3,1,175.83,48333.0
60000,3,2,173.2,53596.0
60000,3,3,204.8,37853.0
60000,3,4,158.67,35598.0
60000,3,5,177.8,46496.0
60000,3,6,191.4,37577.0
60000,3,7,321.67,49818.0
60000,3,8,196.5,37933.0
60000,3,9,169.83,37314.0
60000,3,10,159.33,48004.0
60000,3,11,171.17,36986.0
60000,3,12,129.67,52729.0
60000,3,13,166.5,38699.0
60000,3,14,216.8,33521.0
60000,3,15,316.67,35113.0
60000,3,16,145.67,45113.0
60000,3,17,179.0,45269.0
60000,3,18,153.17,32438.0
60000,4,1,184.0,48167.0
60000,4,2,226.75,36140.0
60000,4,3,141.67,41452.0
60000,4,4,233.6,34395.0
60000,4,5,275.0,41784.0
60000,4,6,236.75,32734.0
60000,4,7,233.0,44002.0
60000,4,8,158.83,34269.0
60000,4,9,205.0,31300.0
60000,4,10,161.17,33725.0
60000,4,11,173.6,38099.0
60000,4,12,253.5,26514.0
60000,4,13,172.33,46562.0
60000,4,14,419.33,33629.0
60000,4,15,264.5,31088.0
60000,4,16,168.4,36534.0
60000,4,17,235.5,36860.0
60000,4,18,172.8,35972.0
60000,5,1,187.5,45329.0
60000,5,2,135.33,47114.0
60000,5,3,275.0,46442.0
60000,5,4,183.33,38042.0
60000,5,5,257.0,37230.0
60000,5,6,154.17,30327.0
60000,5,7,173.8,29293.0
60000,5,8,200.8,37068.0
60000,5,9,354.5,28380.0
60000,5,10,249.75,33951.0
60000,5,11,204.5,44707.0
60000,5,12,175.5,35839.0
60000,5,13,389.67,36913.0
60000,5,14,190.5,28935.0
60000,5,15,278.25,47211.0
60000,5,16,190.6,32731.0
60000,5,17,153.8,46575.0
60000,5,18,268.0,49069.0
60000,6,1,216.8,45000.0
60000,6,2,196.0,32416.0
60000,6,3,160.67,34008.0
60000,6,4,254.5,27760.0
60000,6,5,361.75,42481.0
60000,6,6,423.0,32849.0
60000,6,7,343.0,37451.0
60000,6,8,160.33,34180.0
60000,6,9,207.4,34379.0
60000,6,10,193.5,38324.0
60000,6,11,402.67,38815.0
60000,6,12,214.67,28241.0
60000,6,13,328.25,30370.0
60000,6,14,219.0,36709.0
60000,6,15,172.4,35839.0
60000,6,16,223.17,28919.0
60000,6,17,186.83,29035.0
60000,6,18,167.86,34860.0
